trial_id,scenario,traffic_multiplier,corridor,vehicle_id,vehicle_name,battery_capacity,efficiency,start_soc,time_mode,traffic_level,route_length,greedy_success,greedy_trip_time,greedy_charging_cost,greedy_stops,greedy_distance,greedy_status,cheapest_success,cheapest_trip_time,cheapest_charging_cost,cheapest_stops,cheapest_distance,cheapest_status,fastest_success,fastest_trip_time,fastest_charging_cost,fastest_stops,fastest_distance,fastest_status,smart_success,smart_trip_time,smart_charging_cost,smart_stops,smart_distance,smart_status,ml_smart_success,ml_smart_trip_time,ml_smart_charging_cost,ml_smart_stops,ml_smart_distance,ml_smart_status,ablation_dist_success,ablation_dist_trip_time,ablation_dist_charging_cost,ablation_dist_stops,ablation_dist_distance,ablation_dist_status,ablation_dist_traffic_success,ablation_dist_traffic_trip_time,ablation_dist_traffic_charging_cost,ablation_dist_traffic_stops,ablation_dist_traffic_distance,ablation_dist_traffic_status,ablation_dist_traffic_price_success,ablation_dist_traffic_price_trip_time,ablation_dist_traffic_price_charging_cost,ablation_dist_traffic_price_stops,ablation_dist_traffic_price_distance,ablation_dist_traffic_price_status
1,Low,0.5,Delhi-Jaipur,tata_punch,Tata Punch EV,35.0,6.0,70.5,peak,4,285.8,1,395.0,580.0,6.0,336.23170527569556,ok,1,367.0,451.0,3.0,325.8652099838064,ok,1,326.0,486.0,3.0,303.6633723569006,ok,1,338.0,472.0,3.0,310.5136106817745,ok,1,338.0,472.0,3.0,310.5136106817745,ok,1,331.0,426.0,2.0,307.7079034865492,ok,1,331.0,426.0,2.0,307.7079034865492,ok,1,331.0,426.0,2.0,307.7079034865492,ok
2,Low,0.5,Delhi-Jaipur,bmw_ix1,BMW iX1,66.5,5.0,78.4,peak,10,285.8,1,316.0,444.0,4.0,333.36820371119916,ok,1,334.0,332.0,1.0,285.8577943692712,ok,1,262.0,499.0,2.0,303.60557798762943,ok,1,238.0,440.0,1.0,288.60570719522525,ok,1,238.0,440.0,1.0,288.60570719522525,ok,1,334.0,332.0,1.0,285.8577943692712,ok,1,238.0,440.0,1.0,288.60570719522525,ok,1,238.0,440.0,1.0,288.60570719522525,ok
3,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,86.1,night,8,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
4,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,89.7,normal,2,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
5,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,73.3,peak,5,285.8,1,237.0,168.0,1.0,295.10456423953116,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,244.0,230.0,1.0,300.7998707924042,ok,1,242.0,443.0,1.0,288.60570719522525,ok,1,242.0,443.0,1.0,288.60570719522525,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,303.0,330.0,1.0,285.8577943692712,ok
6,Low,0.5,Delhi-Jaipur,byd_atto3,BYD Atto 3,60.48,5.4,74.3,peak,7,285.8,1,318.0,460.0,4.0,333.36820371119916,ok,1,304.0,334.0,1.0,285.8577943692712,ok,1,270.0,505.0,2.0,303.60557798762943,ok,1,245.0,447.0,1.0,288.60570719522525,ok,1,245.0,447.0,1.0,288.60570719522525,ok,1,304.0,334.0,1.0,285.8577943692712,ok,1,304.0,334.0,1.0,285.8577943692712,ok,1,304.0,334.0,1.0,285.8577943692712,ok
7,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,80.2,normal,1,285.8,1,345.0,557.0,5.0,336.1739109064244,ok,1,297.0,307.0,1.0,285.8577943692712,ok,1,280.0,461.0,2.0,303.60557798762943,ok,1,254.0,405.0,1.0,288.60570719522525,ok,1,254.0,405.0,1.0,288.60570719522525,ok,1,297.0,307.0,1.0,285.8577943692712,ok,1,297.0,307.0,1.0,285.8577943692712,ok,1,297.0,307.0,1.0,285.8577943692712,ok
8,Low,0.5,Delhi-Jaipur,tata_punch,Tata Punch EV,35.0,6.0,83.6,night,5,285.8,1,384.0,488.0,6.0,336.23170527569556,ok,1,354.0,396.0,3.0,325.8652099838064,ok,1,315.0,408.0,3.0,303.6633723569006,ok,1,327.0,403.0,3.0,310.5136106817745,ok,1,327.0,403.0,3.0,310.5136106817745,ok,1,320.0,357.0,2.0,307.7079034865492,ok,1,320.0,357.0,2.0,307.7079034865492,ok,1,320.0,357.0,2.0,307.7079034865492,ok
9,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,86.8,night,10,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
10,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,74.8,normal,10,285.8,1,237.0,154.0,1.0,295.10456423953116,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,244.0,220.0,1.0,300.7998707924042,ok,1,238.0,442.0,1.0,288.60570719522525,ok,1,238.0,442.0,1.0,288.60570719522525,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,303.0,330.0,1.0,285.8577943692712,ok,1,303.0,330.0,1.0,285.8577943692712,ok
11,Low,0.5,Delhi-Jaipur,mahindra_xuv400,Mahindra XUV400,39.4,5.3,89.3,night,4,285.8,1,337.0,494.0,5.0,326.92714103616447,ok,1,305.0,397.0,2.0,307.7079034865492,ok,1,289.0,424.0,3.0,303.6633723569006,ok,1,263.0,373.0,2.0,288.66350156449647,ok,1,263.0,373.0,2.0,288.66350156449647,ok,1,263.0,373.0,2.0,288.66350156449647,ok,1,263.0,373.0,2.0,288.66350156449647,ok,1,263.0,373.0,2.0,288.66350156449647,ok
12,Low,0.5,Delhi-Jaipur,tata_nexon,Tata Nexon EV Max,40.5,5.5,71.4,night,1,285.8,1,388.0,630.0,6.0,336.23170527569556,ok,1,367.0,490.0,3.0,325.8652099838064,ok,1,320.0,529.0,3.0,303.6633723569006,ok,1,332.0,513.0,3.0,310.5136106817745,ok,1,332.0,513.0,3.0,310.5136106817745,ok,1,328.0,462.0,2.0,307.7079034865492,ok,1,328.0,462.0,2.0,307.7079034865492,ok,1,328.0,462.0,2.0,307.7079034865492,ok
13,Low,0.5,Delhi-Jaipur,citroen_ec3,Citroën eC3,29.2,6.5,86.1,normal,2,285.8,1,432.0,760.0,7.0,336.4674410982821,ok,1,400.0,679.0,4.0,326.10094580639293,ok,1,363.0,688.0,4.0,303.89910817948714,ok,1,373.0,685.0,4.0,310.74934650436103,ok,1,373.0,685.0,4.0,310.74934650436103,ok,1,366.0,642.0,3.0,307.94363930913573,ok,1,366.0,642.0,3.0,307.94363930913573,ok,1,366.0,642.0,3.0,307.94363930913573,ok
14,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,73.8,night,8,285.8,1,237.0,160.0,1.0,295.10456423953116,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,244.0,223.0,1.0,300.7998707924042,ok,1,238.0,436.0,1.0,288.60570719522525,ok,1,238.0,436.0,1.0,288.60570719522525,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,302.0,325.0,1.0,285.8577943692712,ok
15,Low,0.5,Delhi-Jaipur,tata_punch,Tata Punch EV,35.0,6.0,88.5,normal,3,285.8,1,362.0,440.0,5.0,326.92714103616447,ok,1,353.0,375.0,3.0,325.8652099838064,ok,1,311.0,379.0,3.0,303.6633723569006,ok,1,282.0,334.0,2.0,288.66350156449647,ok,1,282.0,334.0,2.0,288.66350156449647,ok,1,282.0,334.0,2.0,288.66350156449647,ok,1,282.0,334.0,2.0,288.66350156449647,ok,1,282.0,334.0,2.0,288.66350156449647,ok
16,Low,0.5,Delhi-Jaipur,bmw_ix1,BMW iX1,66.5,5.0,83.2,peak,3,285.8,1,316.0,380.0,4.0,333.36820371119916,ok,1,294.0,296.0,1.0,285.8577943692712,ok,1,262.0,444.0,2.0,303.60557798762943,ok,1,236.0,388.0,1.0,288.60570719522525,ok,1,236.0,388.0,1.0,288.60570719522525,ok,1,294.0,296.0,1.0,285.8577943692712,ok,1,294.0,296.0,1.0,285.8577943692712,ok,1,294.0,296.0,1.0,285.8577943692712,ok
17,Low,0.5,Delhi-Jaipur,bmw_ix1,BMW iX1,66.5,5.0,71.6,normal,2,285.8,1,316.0,535.0,4.0,333.36820371119916,ok,1,316.0,381.0,1.0,285.8577943692712,ok,1,264.0,576.0,2.0,303.60557798762943,ok,1,240.0,512.0,1.0,288.60570719522525,ok,1,240.0,512.0,1.0,288.60570719522525,ok,1,316.0,381.0,1.0,285.8577943692712,ok,1,316.0,381.0,1.0,285.8577943692712,ok,1,316.0,381.0,1.0,285.8577943692712,ok
18,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,74.1,night,6,285.8,1,237.0,165.0,1.0,295.10456423953116,ok,1,304.0,336.0,1.0,285.8577943692712,ok,1,244.0,230.0,1.0,300.7998707924042,ok,1,238.0,451.0,1.0,288.60570719522525,ok,1,238.0,451.0,1.0,288.60570719522525,ok,1,304.0,336.0,1.0,285.8577943692712,ok,1,304.0,336.0,1.0,285.8577943692712,ok,1,304.0,336.0,1.0,285.8577943692712,ok
19,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,80.1,normal,6,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
20,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,88.6,normal,3,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
21,Low,0.5,Delhi-Jaipur,tata_nexon,Tata Nexon EV Max,40.5,5.5,71.8,peak,5,285.8,1,388.0,627.0,6.0,336.23170527569556,ok,1,367.0,488.0,3.0,325.8652099838064,ok,1,320.0,526.0,3.0,303.6633723569006,ok,1,332.0,511.0,3.0,310.5136106817745,ok,1,332.0,511.0,3.0,310.5136106817745,ok,1,328.0,460.0,2.0,307.7079034865492,ok,1,328.0,460.0,2.0,307.7079034865492,ok,1,328.0,460.0,2.0,307.7079034865492,ok
22,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,80.9,peak,10,285.8,1,349.0,550.0,5.0,336.1739109064244,ok,1,296.0,303.0,1.0,285.8577943692712,ok,1,274.0,442.0,2.0,297.9102714347564,ok,1,254.0,399.0,1.0,288.60570719522525,ok,1,254.0,399.0,1.0,288.60570719522525,ok,1,296.0,303.0,1.0,285.8577943692712,ok,1,296.0,303.0,1.0,285.8577943692712,ok,1,296.0,303.0,1.0,285.8577943692712,ok
23,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,85.0,normal,3,285.8,1,317.0,373.0,4.0,333.36820371119916,ok,1,295.0,297.0,1.0,285.8577943692712,ok,1,264.0,445.0,2.0,303.60557798762943,ok,1,239.0,387.0,1.0,288.60570719522525,ok,1,239.0,387.0,1.0,288.60570719522525,ok,1,295.0,297.0,1.0,285.8577943692712,ok,1,295.0,297.0,1.0,285.8577943692712,ok,1,295.0,297.0,1.0,285.8577943692712,ok
24,Low,0.5,Delhi-Jaipur,tata_punch,Tata Punch EV,35.0,6.0,77.7,normal,8,285.8,1,389.0,530.0,6.0,336.23170527569556,ok,1,360.0,421.0,3.0,325.8652099838064,ok,1,320.0,444.0,3.0,303.6633723569006,ok,1,332.0,435.0,3.0,310.5136106817745,ok,1,332.0,435.0,3.0,310.5136106817745,ok,1,325.0,389.0,2.0,307.7079034865492,ok,1,325.0,389.0,2.0,307.7079034865492,ok,1,325.0,389.0,2.0,307.7079034865492,ok
25,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,77.0,night,7,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
26,Low,0.5,Delhi-Jaipur,byd_atto3,BYD Atto 3,60.48,5.4,78.7,night,2,285.8,1,318.0,406.0,4.0,333.36820371119916,ok,1,297.0,305.0,1.0,285.8577943692712,ok,1,268.0,459.0,2.0,303.60557798762943,ok,1,243.0,404.0,1.0,288.60570719522525,ok,1,243.0,404.0,1.0,288.60570719522525,ok,1,297.0,305.0,1.0,285.8577943692712,ok,1,297.0,305.0,1.0,285.8577943692712,ok,1,297.0,305.0,1.0,285.8577943692712,ok
27,Low,0.5,Delhi-Jaipur,tata_punch,Tata Punch EV,35.0,6.0,89.0,peak,10,285.8,1,398.0,438.0,5.0,326.92714103616447,ok,1,355.0,352.0,2.0,307.7079034865492,ok,1,346.0,376.0,3.0,303.6633723569006,ok,1,317.0,331.0,2.0,288.66350156449647,ok,1,317.0,331.0,2.0,288.66350156449647,ok,1,317.0,331.0,2.0,288.66350156449647,ok,1,317.0,331.0,2.0,288.66350156449647,ok,1,317.0,331.0,2.0,288.66350156449647,ok
28,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,82.3,peak,7,285.8,1,349.0,536.0,5.0,336.1739109064244,ok,1,294.0,295.0,1.0,285.8577943692712,ok,1,279.0,443.0,2.0,303.60557798762943,ok,1,253.0,388.0,1.0,288.60570719522525,ok,1,253.0,388.0,1.0,288.60570719522525,ok,1,294.0,295.0,1.0,285.8577943692712,ok,1,294.0,295.0,1.0,285.8577943692712,ok,1,294.0,295.0,1.0,285.8577943692712,ok
29,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,83.2,peak,9,285.8,1,346.0,527.0,5.0,336.1739109064244,ok,1,293.0,290.0,1.0,285.8577943692712,ok,1,280.0,435.0,2.0,303.60557798762943,ok,1,254.0,381.0,1.0,288.60570719522525,ok,1,254.0,381.0,1.0,288.60570719522525,ok,1,293.0,290.0,1.0,285.8577943692712,ok,1,293.0,290.0,1.0,285.8577943692712,ok,1,293.0,290.0,1.0,285.8577943692712,ok
30,Low,0.5,Delhi-Jaipur,citroen_ec3,Citroën eC3,29.2,6.5,78.3,night,10,285.8,1,436.0,806.0,7.0,336.4674410982821,ok,1,405.0,707.0,4.0,326.10094580639293,ok,1,369.0,727.0,4.0,303.89910817948714,ok,1,379.0,720.0,4.0,310.74934650436103,ok,1,379.0,720.0,4.0,310.74934650436103,ok,1,372.0,677.0,3.0,307.94363930913573,ok,1,372.0,677.0,3.0,307.94363930913573,ok,1,372.0,677.0,3.0,307.94363930913573,ok
31,Low,0.5,Delhi-Jaipur,bmw_ix1,BMW iX1,66.5,5.0,79.3,night,4,285.8,1,316.0,432.0,4.0,333.36820371119916,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,262.0,489.0,2.0,303.60557798762943,ok,1,237.0,430.0,1.0,288.60570719522525,ok,1,237.0,430.0,1.0,288.60570719522525,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,302.0,325.0,1.0,285.8577943692712,ok,1,302.0,325.0,1.0,285.8577943692712,ok
32,Low,0.5,Delhi-Jaipur,mahindra_xuv400,Mahindra XUV400,39.4,5.3,86.6,night,8,285.8,1,359.0,529.0,6.0,336.23170527569556,ok,1,339.0,434.0,3.0,325.8652099838064,ok,1,290.0,442.0,3.0,303.6633723569006,ok,1,264.0,390.0,2.0,288.66350156449647,ok,1,264.0,390.0,2.0,288.66350156449647,ok,1,264.0,390.0,2.0,288.66350156449647,ok,1,264.0,390.0,2.0,288.66350156449647,ok,1,264.0,390.0,2.0,288.66350156449647,ok
33,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,74.7,peak,6,285.8,1,237.0,155.0,1.0,295.10456423953116,ok,1,303.0,331.0,1.0,285.8577943692712,ok,1,244.0,222.0,1.0,300.7998707924042,ok,1,238.0,443.0,1.0,288.60570719522525,ok,1,238.0,443.0,1.0,288.60570719522525,ok,1,303.0,331.0,1.0,285.8577943692712,ok,1,303.0,331.0,1.0,285.8577943692712,ok,1,303.0,331.0,1.0,285.8577943692712,ok
34,Low,0.5,Delhi-Jaipur,mahindra_xuv400,Mahindra XUV400,39.4,5.3,88.1,night,1,285.8,1,359.0,518.0,6.0,336.23170527569556,ok,1,339.0,426.0,3.0,325.8652099838064,ok,1,289.0,432.0,3.0,303.6633723569006,ok,1,263.0,381.0,2.0,288.66350156449647,ok,1,263.0,381.0,2.0,288.66350156449647,ok,1,263.0,381.0,2.0,288.66350156449647,ok,1,263.0,381.0,2.0,288.66350156449647,ok,1,263.0,381.0,2.0,288.66350156449647,ok
35,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,88.0,peak,4,285.8,1,284.0,323.0,2.0,322.6499799096822,ok,1,289.0,275.0,1.0,285.8577943692712,ok,1,264.0,411.0,2.0,303.60557798762943,ok,1,237.0,356.0,1.0,288.60570719522525,ok,1,237.0,356.0,1.0,288.60570719522525,ok,1,289.0,275.0,1.0,285.8577943692712,ok,1,289.0,275.0,1.0,285.8577943692712,ok,1,289.0,275.0,1.0,285.8577943692712,ok
36,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,81.3,normal,2,285.8,1,317.0,422.0,4.0,333.36820371119916,ok,1,301.0,324.0,1.0,285.8577943692712,ok,1,265.0,487.0,2.0,303.60557798762943,ok,1,240.0,427.0,1.0,288.60570719522525,ok,1,240.0,427.0,1.0,288.60570719522525,ok,1,301.0,324.0,1.0,285.8577943692712,ok,1,301.0,324.0,1.0,285.8577943692712,ok,1,301.0,324.0,1.0,285.8577943692712,ok
37,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,86.7,peak,1,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
38,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,72.5,night,2,285.8,1,237.0,179.0,1.0,295.10456423953116,ok,1,304.0,335.0,1.0,285.8577943692712,ok,1,245.0,239.0,1.0,300.7998707924042,ok,1,238.0,451.0,1.0,288.60570719522525,ok,1,238.0,451.0,1.0,288.60570719522525,ok,1,304.0,335.0,1.0,285.8577943692712,ok,1,304.0,335.0,1.0,285.8577943692712,ok,1,304.0,335.0,1.0,285.8577943692712,ok
39,Low,0.5,Delhi-Jaipur,tata_nexon,Tata Nexon EV Max,40.5,5.5,88.6,night,7,285.8,1,357.0,477.0,5.0,326.92714103616447,ok,1,284.0,253.0,1.0,285.8577943692712,ok,1,306.0,411.0,3.0,303.6633723569006,ok,1,278.0,361.0,2.0,288.66350156449647,ok,1,278.0,361.0,2.0,288.66350156449647,ok,1,284.0,253.0,1.0,285.8577943692712,ok,1,284.0,253.0,1.0,285.8577943692712,ok,1,284.0,253.0,1.0,285.8577943692712,ok
40,Low,0.5,Delhi-Jaipur,tata_nexon,Tata Nexon EV Max,40.5,5.5,76.9,peak,6,285.8,1,384.0,585.0,6.0,336.23170527569556,ok,1,361.0,463.0,3.0,325.8652099838064,ok,1,316.0,491.0,3.0,303.6633723569006,ok,1,327.0,480.0,3.0,310.5136106817745,ok,1,327.0,480.0,3.0,310.5136106817745,ok,1,323.0,429.0,2.0,307.7079034865492,ok,1,323.0,429.0,2.0,307.7079034865492,ok,1,323.0,429.0,2.0,307.7079034865492,ok
41,Low,0.5,Delhi-Jaipur,bmw_ix1,BMW iX1,66.5,5.0,89.3,peak,10,285.8,1,283.0,292.0,2.0,322.6499799096822,ok,1,368.0,252.0,1.0,285.8577943692712,ok,1,262.0,376.0,2.0,303.60557798762943,ok,1,234.0,324.0,1.0,288.60570719522525,ok,1,234.0,324.0,1.0,288.60570719522525,ok,1,368.0,252.0,1.0,285.8577943692712,ok,1,234.0,324.0,1.0,288.60570719522525,ok,1,234.0,324.0,1.0,288.60570719522525,ok
42,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,83.4,peak,1,285.8,1,317.0,395.0,4.0,333.36820371119916,ok,1,298.0,309.0,1.0,285.8577943692712,ok,1,264.0,463.0,2.0,303.60557798762943,ok,1,239.0,405.0,1.0,288.60570719522525,ok,1,239.0,405.0,1.0,288.60570719522525,ok,1,298.0,309.0,1.0,285.8577943692712,ok,1,298.0,309.0,1.0,285.8577943692712,ok,1,298.0,309.0,1.0,285.8577943692712,ok
43,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,84.4,peak,9,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
44,Low,0.5,Delhi-Jaipur,mahindra_xuv400,Mahindra XUV400,39.4,5.3,89.9,night,6,285.8,1,337.0,490.0,5.0,326.92714103616447,ok,1,305.0,393.0,2.0,307.7079034865492,ok,1,289.0,420.0,3.0,303.6633723569006,ok,1,262.0,369.0,2.0,288.66350156449647,ok,1,262.0,369.0,2.0,288.66350156449647,ok,1,262.0,369.0,2.0,288.66350156449647,ok,1,262.0,369.0,2.0,288.66350156449647,ok,1,262.0,369.0,2.0,288.66350156449647,ok
45,Low,0.5,Delhi-Jaipur,kia_ev6,Kia EV6,77.4,5.6,84.5,night,10,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
46,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,82.8,peak,2,285.8,1,345.0,531.0,5.0,336.1739109064244,ok,1,293.0,292.0,1.0,285.8577943692712,ok,1,279.0,439.0,2.0,303.60557798762943,ok,1,253.0,384.0,1.0,288.60570719522525,ok,1,253.0,384.0,1.0,288.60570719522525,ok,1,293.0,292.0,1.0,285.8577943692712,ok,1,293.0,292.0,1.0,285.8577943692712,ok,1,293.0,292.0,1.0,285.8577943692712,ok
47,Low,0.5,Delhi-Jaipur,tata_nexon,Tata Nexon EV Max,40.5,5.5,73.0,night,5,285.8,1,387.0,617.0,6.0,336.23170527569556,ok,1,365.0,482.0,3.0,325.8652099838064,ok,1,319.0,518.0,3.0,303.6633723569006,ok,1,331.0,503.0,3.0,310.5136106817745,ok,1,331.0,503.0,3.0,310.5136106817745,ok,1,327.0,452.0,2.0,307.7079034865492,ok,1,327.0,452.0,2.0,307.7079034865492,ok,1,327.0,452.0,2.0,307.7079034865492,ok
48,Low,0.5,Delhi-Jaipur,mahindra_xuv400,Mahindra XUV400,39.4,5.3,76.1,night,1,285.8,1,360.0,612.0,6.0,336.23170527569556,ok,1,349.0,483.0,3.0,325.8652099838064,ok,1,295.0,512.0,3.0,303.6633723569006,ok,1,306.0,501.0,3.0,310.5136106817745,ok,1,306.0,501.0,3.0,310.5136106817745,ok,1,310.0,449.0,2.0,307.7079034865492,ok,1,310.0,449.0,2.0,307.7079034865492,ok,1,310.0,449.0,2.0,307.7079034865492,ok
49,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,79.4,normal,4,285.8,1,317.0,447.0,4.0,333.36820371119916,ok,1,305.0,338.0,1.0,285.8577943692712,ok,1,265.0,508.0,2.0,303.60557798762943,ok,1,241.0,447.0,1.0,288.60570719522525,ok,1,241.0,447.0,1.0,288.60570719522525,ok,1,305.0,338.0,1.0,285.8577943692712,ok,1,305.0,338.0,1.0,285.8577943692712,ok,1,305.0,338.0,1.0,285.8577943692712,ok
50,Low,0.5,Delhi-Jaipur,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,83.0,peak,3,285.8,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok,1,215.8,0.0,0.0,285.8,ok
51,Low,0.5,Delhi-Jaipur,citroen_ec3,Citroën eC3,29.2,6.5,78.8,night,1,285.8,1,435.0,803.0,7.0,336.4674410982821,ok,1,405.0,705.0,4.0,326.10094580639293,ok,1,368.0,725.0,4.0,303.89910817948714,ok,1,378.0,718.0,4.0,310.74934650436103,ok,1,378.0,718.0,4.0,310.74934650436103,ok,1,371.0,675.0,3.0,307.94363930913573,ok,1,371.0,675.0,3.0,307.94363930913573,ok,1,371.0,675.0,3.0,307.94363930913573,ok
52,Low,0.5,Delhi-Jaipur,mercedes_eqa,Mercedes EQA,66.5,4.8,70.8,normal,8,285.8,1,318.0,562.0,4.0,333.36820371119916,ok,1,320.0,401.0,1.0,285.8577943692712,ok,1,269.0,605.0,2.0,303.60557798762943,ok,1,244.0,538.0,1.0,288.60570719522525,ok,1,244.0,538.0,1.0,288.60570719522525,ok,1,320.0,401.0,1.0,285.8577943692712,ok,1,320.0,401.0,1.0,285.8577943692712,ok,1,320.0,401.0,1.0,285.8577943692712,ok
53,Low,0.5,Delhi-Jaipur,mg_zs,MG ZS EV,50.3,5.2,76.6,night,8,285.8,1,347.0,593.0,5.0,336.1739109064244,ok,1,302.0,326.0,1.0,285.8577943692712,ok,1,283.0,492.0,2.0,303.60557798762943,ok,1,257.0,434.0,1.0,288.60570719522525,ok,1,257.0,434.0,1.0,288.60570719522525,ok,1,302.0,326.0,1.0,285.8577943692712,ok,1,302.0,326.0,1.0,285.8577943692712,ok,1,302.0,326.0,1.0,285.8577943692712,ok
